BLU-Energy-Diamond_id10189|The BLU Energy Diamond sports a 5-inch display, 1.3 GHz quad-core processor, 8 GB of storage, 1 GB of ram and a 5-megapixel main camera. See the page for all specs.
Xolo-8X-1000i_id10186|The Xolo 8X-1000i is a lower mid-range device with Android 4.4.2. It features a 5quot; 720p display, 1.4 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 2 MP front one for video calls. The phone has 2 SIM card slots. See the page for all specs.
ZTE-Zmax-Pro_id10048|The Zmax Pro runs Android 6.0 Marshmallow out of the box, sporting a 6-inch display with 1080 x 1920 pixels, and offering other mid-range features like an octa-core Qualcomm Snapdragon 617 processor clocked at 1.5 GHz, 2 GB of RAM, and 32 GB of expandable internal memory. See the page for all specs.
ZTE-Sonata-3_id10187|The ZTE Sonata 3 features a 5-inch WVGA display, Qualcomm Snapdragon 210 SOC with 1GB of RAM and 8GB of expandable internal storage. There is a 5-megapixel camera on the back, as well as a 2-megapixel front shooter. The phone is powered by 2300 mAh battery and runs Android 6.0 Marshmellow. See the page for all specs.
Motorola-Moto-E-2016_id10188|The new Motorola Moto E sports a 5-inch display. The resolution is 720 x 1280, and a quad-core CPU is found under the hood. The manufacturer says that the Moto Es 2800mAh battery will last a full day. The camera combo has also been greatly improved from last year. Instead of a 5MP camera in back with a .3MP selfie shooter, the Moto E3 will be equipped with an 8MP camera in back and a 5MP snapper in front. Android 6.0 is pre-installed. See the page for all specs.
Meizu-MX6_id10185|The Meizu MX6 is expected to feature a 5.5-inch 1080p screen, Helio X20 deca-core processor, 4 GB of RAM, 32 GB of storage, a 21-megapixel main camera and a 5-megapixel selfie unit on the front. See the page for all specs.
Xolo-Era-X_id10182|The Xolo Era X is a lower mid-range device with Android 5.1. It features a 5quot; 720p display, 1.5 GHz quad core CPU, 2 GB RAM, 8 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. The phone has 2 SIM card slots. See the page for all specs.
honor-8_id10168|The Honor 8 includes a 5.2-inch 1080p screen and a fingerprint sensor. Under the hood youll find some home cooking as the Kirin 950 chipset drives the device with an octa-core CPU and the Mali-T880 MP4 GPU. Three variants of the phone are being offered. One comes with 3GB of RAM and 32GB of native storage, while the other two feature 4GB of RAM with 32GB/64GB of internal memory. Perhaps the most striking part of the phone is found on back, where a dual 12MP camera set up is found. Both cameras sport laser auto focus and an aperture of f/2.2. Selfie shooters can use the 8MP front-facing camera, which also handles video chats. A 3000mAh battery keeps the lights on, and offers fast charging capabilities See the page for all specs.
Alcatel-Dawn_id10181|The Alcatel Dawn is equipped with a 4.5-inch screen with a 480 x 854 resolution. A quad-core 1.1GHz CPU is driving the device, which carries 1GB of RAM and 8GB of native storage. For those who need additional storage, a 32GB capacity microSD slot is available. A 5MP rear-facing camera is included, with a front-facing .3MP camera on board. A 1780mAh battery is in charge of keeping the lights on. See the page for all specs.
Xolo-Era-4G_id10176|The Xolo Era 4G is a lower mid-range device with Android 5.1. It features a 5quot; 720p display, 1.5 GHz quad core CPU, 1 GB RAM, 8 GB ROM, microSD slot, 5 MP rear camera and a 2 MP front one for video calls. The device features dual SIM card support. See the page for all specs.
BLU-Energy-XL_id10180|The BLU Energy XL sports a huge 6.0-inch 1080 x 1920 px Super AMOLED display with Gorilla Glass 3 coating, capable of producing 367ppi. Under the hood, theres a MediaTek 6753 octa core CPU clocked at 1.3 GHz coupled with a Mali-T720 GPU – which is an underwhelming mid-range combo thats to be expected from a phone in this price range – backed with 3 GB of RAM, 64 GB of expandable internal memory and the aforementioned 5000 mAh battery which is obviously the highlight of the product. See the page for all specs.
Karbonn-Quattro-L51-HD_id10171|The Karbonn Quattro L51 HD is a lower mid-range device with Android 5.1. It features a 5quot; 720p display, 1.3 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. The device features dual SIM card support. See the page for all specs.
Karbonn-Quattro-L52-VR_id10170|The Karbonn Quattro L52 VR is a lower mid-range device with Android 5.1. It features a 5quot; 720p display, 1.3 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. The phone has 2 SIM card slots. See the page for all specs.
Samsung-Galaxy-J2-2016_id10198|The Samsung Galaxy J2 (2016) sports a 5-inch 720p display, 1.5 GHz quad-core processor, 1.5 GB of RAM, 8-megapixel autofocus camera and an additional 5-megapixel selfie unit on the front. See the page for all specs.
BLU-R1-HD_id10169|The display of the Blu R1 HD is a 5-inch panel running at 720 by 1280 pixels, specs that are good enough for a PPI of 294.Under the hood beats the heart of a MediaTek MT6735 chipset, a SoC that integrates a 1.7GHz quad-core Cortex-A53 CPU and a Mali-T760MP2 GPU, 2 GB of RAM and 16 GB of storage. On the camera front, the R1 HD comes with an 8-megapixel main camera nad a 5-megapixel selfie unit with flash. See the page for all specs.
Karbonn-Titanium-Mach-Six-VR_id10167|The Karbonn Titanium Mach Six VR is a mid-range phablet with Android 5.1. It features a 6quot; 720p display, 1.3 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 3.2 MP front one for video calls. The phone has 2 SIM card slots. See the page for all specs.
Karbonn-Aura_id10166|Specs-wise, the Karbonn Aura is a modest offering. The handset sports a 5-inch display with 480 x 854 pixels, further featuring a 2 MP front-facing camera, 5 MP rear camera, quad-core processor clocked at 1.2 GHz, 1 GB of RAM, and 8 GB of expandable internal memory. See the page for all specs.
Spice-Mobile-X-Life-520-HD_id10165|The Spice Mobile X-Life 520 HD is a lower mid-range device with Android 5.1. It features a 5quot; 720p display, 1.3 GHz quad core CPU, 1 GB RAM, 8 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. See the page for all specs.
Spice-Mobile-X-Life-451Q_id10164|Specs-wise, the Spice Mobile X-Life 451Q is a rather modest offering. The handset sports a 4.5-inch display, further featuring a 2 MP front-facing camera, 5 MP rear camera, quad-core processor clocked at 1.3 GHz, 512 MB of RAM, and 8 GB of expandable internal memory. See the page for all specs.
Spice-Mobile-X-Life-364-3G_id10163|The Spice Mobile X-Life 364 3G+ is a basic smartphone with Android 4.4. Its specs are nothing to write home about - 3.5quot; display, 256 MB RAM, 1.3 GHz dual-core processor, and 2 MP rear camera, along with 1.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
BLU-Neo-X_id10161|The BLU Neo X sports a 5-inch display, 1.3 GHz quad-core processor, 512 MB of RAM, 4 GB of storage and a 5-megapixel camera. See the page for all specs.
BLU-Neo-Energy-Mini_id10159|The BLU Neo Energy Mini sports a 4-inch display, 1.3 GHz quad-core processor, 512 MB of RAM, 4 GB of storage and a 2-megapixel camera. See the page for all specs.
BLU-Dash-L2_id10153|The BLU Dash L2 sports a 4-inch display, 1.3 GHz quad-core processor, 512 MB of RAM, 4 GB of storage and a 3.2-megapixel camera. See the page for all specs.
BLU-Touchbook-M7_id10152|The BLU Touchbook M7 is a 7-inch phablet with a 1.2 GHz quad-core processor, 1 GB of RAM, 8 GB of storage and a 2-megapixel camera. See the page for all specs.
honor-5C_id10147|The Honor 5C has a 5.2-inch IPS LCD screen with 1080p resolution and is powered by Huawei HiSilicons Kirin 650 chipset, built on the 16nm. A mid-range unit, its got eight low-power Cortex-A53 cores running at 1.7 GHz and 2 GHz per cluster of four, supplemented by the ARM Mali-T830 GPU (a cost-efficient design capable of reasonably complex 3D graphics) and 2 GB of LPDDR3 RAM, along with 16 GB of expandable storage. See the page for all specs.
BLU-Studio-X6_id10140|The BLU Studio X6 is equipped with a 6-inch 720p display, 1.3 GHz quad-core processor, 1 GB of RAM, 8 GB of storage and an 8-megapixel camera. See the page for all specs.
Karbonn-Titanium-Mach-One-Plus_id9801|The Karbonn Titanium Mach One Plus is a mid-range device with Android 5.0. It features a 5quot; 720p display, 1.3 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. See the page for all specs.
Karbonn-A202_id9800|The Karbonn A202 is a basic smartphone with Android 4.4.2. Its specs are nothing to write home about - 4.3quot; 320 x 480 px display, 1.2 GHz processor, and 2 MP rear camera, along with 0.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Karbonn-Titanium-High-2-S203_id9799|The Karbonn Titanium High 2 S203 is a higher low-end Android 4.4-flaunting phone. Specs-wise it is a bit modest - it offers a 5quot; 540 x 854 px display, 1.2 GHz quad core MediaTek processor, coupled with 512 MB RAM, 8 GB native storage and a microSD card slot for added capacity. The camera on the back is a 5 MP one, and on the front the Karbonn Titanium High 2 S203 is equipped with a 3.2 MP selfie shooter. See the page for all specs.
BLU-Studio-C-HD_id9879|The BLU Studio C HD sports a 5-inch 720p display, 1.3-GHz quad-core processor, 1GB of RAM, 8GB of storage, 8-megapixel auto-focus camera and a 5-megapixel selfie unit with flash. See the page for all specs.
Karbonn-Titanium-MachFive_id9796|The Karbonn Titanium MachFive is a mid-range device with Android 5.0. It features a 5quot; 720p display, 1.3 GHz quad core CPU, 2 GB RAM, 16 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. Dual SIM card support is present. See the page for all specs.
Karbonn-Titanium-S109_id9795|The Karbonn Titanium S109 is a low-end smartphone with Android 4.4.2. Its specs are nothing to write home about - 4.5quot; 480 x 854 px display, 1.2 GHz quad core processor, 512 MB RAM, 8 GB ROM, microSD card slot, 5 MP rear camera, and a 2 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Karbonn-Aura-9_id9794|The Karbonn Aura 9 is a lower mid-range device with Android 4.4. It features a 5quot; 480 x 854 px display, 1.2 GHz quad core CPU, 1 GB RAM, 8 GB ROM, microSD slot, 8 MP rear camera and a 5 MP front one for video calls. It is a dual SIM device. See the page for all specs.
Videocon-Octa-Core-Z55-Delite_id9847|The ViewSonic Octa Core Z55 Delite is a mid-range device with Android 4.4.2. It features a 5quot; 720p display, 1.4 GHz octa core CPU, 1 GB RAM, 8 GB ROM, microSD slot for up to 32 GB extra memory capacity, 8 MP rear camera and a 5 MP front one for video calls. The phone also features dual SIM card support. See the page for all specs.
Gionee-S6_id9793|The Gionee S6 is a slim (6.99mm) phone made almost entirely out of aluminum (89% of it, apparently), weighing 147 grams, and packing a 5.5-inch, 720p AMOLED display. Underneath, Gionee has planted one of MediaTeks 64-bit, octa-core MT6753 processors, clocked at 1.3GHz and coupled with an ARM Mali-T720 GPU. In terms of memory, were looking at 3 gigs of RAM and 32GB of internal storage, expandable through the secondary, hybrid SIM card slot which also accepts microSD. As for imaging, Gionee is using a main, 13-megapixel sensor with very wide, f/2.0 lens and very quick phase detection auto focus, while a 5-megapixel selfie snapper sits up front. See the page for all specs.
Karbonn-Titanium-S200HD_id9792|The Karbonn Titanium S200HD is a lower mid-range device with Android 4.4. It features a 5quot; 720p display, 1.2 GHz quad core CPU, 1 GB RAM, 8 GB ROM, microSD slot, 8 MP rear camera and a 3.2 MP front one for video calls. It is a dual SIM device. See the page for all specs.
Emporia-SMART_id9790|The Emporia SMART is a low-end smartphone with Android 4.4.2 designed for the elderly. Its specs are quite descent - 4.5quot; 560 x 940 px display, 1.2 GHz quad core processor, 4 GB ROM, microSD card slot, 8 MP rear camera, and a 1 MP front one. What is interesting about it is that it features a foldable and removable physical numeric keyboard over the touchscreen, and this extra functionality is combined with a stylus. As other phones by the manufacturer it is equipped with an emergency call button, which is placed on the back on this model. See the page for all specs.
HTC-One-X9_id9789|The front of the phone is dominated by a 5.5-inch IPS display running at a resolution of 1080 by 1920 pixels. Under the panel, HTC has placed a trio of capacitive buttons.Under the hood of the HTC One X9 beats the heart of a MediaTek Helio X10 SoC with a 2.2GHz octa-core processor. This is the same chip that HTC used on the One ME, an Asian-exclusive spinoff based on the One M9 flagship. In the memory department, the One X9 is equipped with 3GB of RAM, 32GB of internal storage space, and a microSD card slot.In the imaging department, the One X9 comes with a 13MP primary camera with OIS that can shoot RAW photos and 4K videos. On the front, theres a 5MP secondary sensor with an f/2.0 lens. See the page for all specs.
Lenovo-Vibe-X3_id9564|The Lenovo Vibe X3 arrives with a 5.5quot; 1080p display, Snapdragon 808 or octa-core MediaTek (for the 16 GB version) processors with SensorHub co-processing unit, 2 or 3 GB of RAM and 16/32/64 GB of internal memory storage, plus a microSD slot. The multimedia capabilities will be further enhanced by a hearty 13 MP/21 MP Sony shooter on the back with phase-detection AF, depending on the version, dual LED, dual-tone flash, as well as a 5 MP or 8 MP front-facing cameras. Lenovo usually does well with the battery capacity in its phones, and the Vibe X3 doesnt disappoint, housing a 3600/3400 mAh juicer in a 154 x 76.5 x 9.3 mm or 153 x 75.9 x 8.7mm (for the basic 16 GB version) metallic chassis. See the page for all specs.
LAVA-Iris-Fuel-F1_id9873|The LAVA Iris Fuel F1 is a lower mid-range device with Android 5.1. It features a 5quot; 480 x 854 px display, 1.3 GHz quad core CPU, 2 GB RAM, 8 GB ROM, microSD slot, 8 MP rear camera and a 2 MP front one for video calls. See the page for all specs.
Verizon-Wireless-Ellipsis-10_id9791|The Ellipsis 10 features a 10.1-inch display, with a 1200 x 1920 resolution. That works out to a pixel density of 224ppi. It sports a quad-core 1.5Gz CPU under the hood, along with 1GB of RAM. The tablet is equipped with 16GB of expandable storage, although the microSD slot has just a 32GB capacity. A 5MP snapper adorns the back, while on front there is a 2MP camera for selfies, and video chats. A huge 9100mAh battery, the largest on any 4G LTE enabled tablet Verizon sells, provides 25 hours of normal usage. Android 5.1 is pre-installed. See the page for all specs.
BLU-Studio-G-Plus_id9867|The BLU Stuido G Plus sports a 5.5-inch FWGA display, 1.3 GHz quad-core processor, 1GB of RAM, 8GB of storage, 5-megapixel autofocus camera and a VGA selfie unit on the front. See the page for all specs.
BLU-Dash-X-LTE_id9806|The BLU Dash X LTE is a dual SIM smartphone that features 5-inch display with 720x1280 resolution. The phone is powered by Qualcomm Snapdragon 210 SOC, accompanied with 1GB of RAM and 8GB of internal storage. MicroSD slot is also available. The phone has 8-megapixel main camera, and 5-megapixel selfie unit. The Dash X LTE runs Android 5.1. See the page for all specs.
Spice-Mobile-X-Life-406_id9787|The Spice Mobile X-Life 406 is a basic smartphone with Android 4.4. Its specs are nothing to write home about - 4quot; 480 x 800 px display, 1 GHz processor coupled with 512 MB RAM and 4 GB storage, 3.2 MP rear camera, along with 1.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Lemon-Mobiles-Ocean-7_id9859|The Lemon Ocean 7 is a low-end smartphone with Android 4.4. Its specs are nothing to write home about - 4quot; 480 x 800 px display, 1.3 GHz quad core processor, 512 MB RAM, 4 GB ROM, microSD card slot, 5 MP rear camera, and a 2 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Lemon-Mobiles-Ocean-5_id9858|The Lemon Ocean 5 is a basic smartphone with Android 4.4.2. Its specs are nothing to write home about - 4quot; 480 x 800 px display, 1 GHz processor, and 2 MP rear camera, along with 0.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
ZTE-Prestige_id9786|The ZTE Prestige sports a 5-inch display (480x854 pixels), 1.1 GHz quad-core processor, 1 GB of RAM, 8 GB of storage, a 5-megapixel main camera and a 2-megapixel selfie unit on the front. See the page for all specs.
Yezz-Andy-4EI2_id10106|The Yezz Andy 4EI2 is a low-end smartphone with Android 4.4. Its specs are nothing to write home about - 4quot; 480 x 800 px display, 1 GHz dual core processor, 512 MB RAM, 4 GB ROM, microSD card slot, 5 MP rear camera, and a 1.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Videocon-Infinium-Z45-Amaze_id9855|The Videocon Infinium Z45 Amaze is a low-end smartphone with Android 4.4.2. Its specs are nothing to write home about - 4.5quot; 480 x 854 px display, 1.2 GHz quad core processor, 1 GB RAM, 8 GB ROM, microSD card slot, 2 MP rear camera, and a 0.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Videocon-Infinium-Z45Q-Star_id9854|The Videocon Infinium Z45Q Star is a low-end smartphone with Android 4.4.2. Its specs are nothing to write home about - 4.5quot; 480 x 854 px display, 1.3 GHz quad core processor, 1 GB RAM, 8 GB ROM, microSD card slot, 5 MP rear camera, and a 2 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Celkon-Millennia-Everest_id9944|The Celkon Millennia Everest is a lower mid-range device with Android 5.1. It features a 5.5quot; 480x854 px display, 1.2 GHz quad core CPU, 1 GB RAM, 8 GB ROM, microSD slot, 2 SIM card slots, 5 MP rear camera and a 3.2 MP front one for video calls. See the page for all specs.
Micromax-Canvas-5_id9785|The Micromax Canvas 5 sports a 5.2-inch 1080p display, 1.3-GHz octa-core processor, 3GB of RAM, 16GB of storage, a 13-megapixel main camera and a 5-megapixel selfie unit on the front. See the page for all specs.
Coolpad-Rogue_id9784|The Coolpad Rogue comes with a 4-inch display with a resolution of 480 by 800 pixels at a PPI of 233. Under the hood, the smartphone features a 1.1GHz dual-core Qualcomm Snapdragon chipset and 1GB of RAM. The Coolpad Rogue comes with just 4GB of internal storage space, but you can expand it by up to 32GB via the microSD card slot. The handset also comes with LTE compatibility, which is a very nice thing to have on such a cheap smartphone. The biggest cuts were made in the camera department, one where the Rogue comes with a lackluster 2MP primary camera and a 0.3MP selfie shooter on the front. On the software side, the Coolpad Rogue runs Android 5.1.1 Lollipop. See the page for all specs.
Karbonn-Titanium-S15_id9828|The Karbonn Titanium S15 is a low-end smartphone with Android 4.4.2. Its specs are nothing to write home about - 4quot; 480 x 800 px TFT display, 1.2 GHz quad core processor, 512 MB RAM, 4 GB ROM, microSD card slot, 3.2 MP rear camera, and a 0.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Micromax-Bolt-Q332_id9935|The Micromax Bolt Q332 sports a 5-inch IPS display, 1.3 GHz quad-core processor, 512 MB of RAM, 2 GB of storage, 5 megapixel camera and an additional 2-megapixel selfie unit on the front. See the page for all specs.
Asus-ZenFone-2-Laser-US_id9783|The highlight of Asus ZenFone 2 Laser is the 13MP main camera with laser-assisted auto-focus. Thanks to the latter, the phone can lock the focus on an object in as low as 0.3 seconds. Other specifications include Corning Gorilla Glass 4 screen with resolution of 1920 x 1080 pixels, 32GB or 16GB of expandable storage, Android 5.0 and a 5MP auto-focus front-facing camera. Dual-SIM, LTE and 3,000mAh battery are also available. See the page for all specs.
Micromax-Canvas-Juice-3_id9936|The Micromax Canvas Juice 3+ sports a 5.5-inch IPS display, 4000 mAh battery, 1.3 GHz quad-core processor, 2 GB of RAM, 8-megapixel main camera and an additional 5-megapixel selfie unit on the front. See the page for all specs.
Micromax-Canvas-Play-4G_id9933|The Micromax Canvas Play 4G sports a 5.5-inch IPS display, 1.2 GHz quad-core processor, 2 GB of RAM, 16 GB of storage, a 13-megapixel main camera and an additional 5-megapixel selfie unit on the front. See the page for all specs.
Philips-S616_id9892|The Philips S616 sports a 5.5-inch IPS display, 1.3-GHz octa-core processor, 16 GB of storage, 2 GB of RAM and a 13-megapixel camera. See the page for all specs.
Gionee-Marathon-M3_id9754|The Gionee Marathon M3 sports a 5-inch 720p display, 1.3 GHz quad-core processor, 1 GB of RAM, 8 GB of storage, an 8-megapixel camera, a 2-megapixel selfie unit and a massive 5000 mAh battery. See the page for all specs.
Verykool-Maverick-Jr.-s5516_id9928|The Verykool Maverick Jr. s5516 is a lower mid-range smartphone with Android 4.4. Its specs are somewhat modest and normal for its class - 5.5quot; 720 x 1280 px display, 1.3 GHz quad core processor, 512 MB RAM, 4 GB ROM, microSD card slot, 8 MP rear camera, and a1.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
Karbonn-Titanium-S15-Ultra_id9827|The Karbonn Titanium S15 Ultra is a low-end smartphone with Android 4.4.2. Its specs are nothing to write home about - 4quot; 480 x 800 px display, 1.3 GHz quad core processor, 512 MB RAM, 4 GB ROM, microSD card slot, 3.2 MP rear camera, and a 0.3 MP front one. Dual SIM card support is on board as well. See the page for all specs.
ICEMOBILE-Twilight_id6254|The ICEMOBILE Twilight is a dual SIM messaging slider with full QWERTY keyboard, 2.4-inch color display, Wi-Fi, Bluetooth, 5-megapixel camera, second VGA camera and GPS. See the page for all specs.
ICEMOBILE-Tropical-II_id6253|The ICEMOBILE Tropical II is dual SIM candybar phone with a 1.8-inch color display, full hardware QWERTY keyboard, microSD card slot, VGA camera, FM radio and multimedia players. See the page for all specs.
ICEMOBILE-Tropical_id6252|The ICEMOBILE Tropical is a dual SIM candybar phone with a 1.8-inch color display, VGA camera, FM radio, music player, and microSD card slot. See the page for all specs.
ICEMOBILE-Tornado_id6250|The ICEMOBILE Tornado is a dual SIM candybar messaging phone with a full QWERTY keyboard, 2.2-inch color display, Wi-Fi, TV, Bluetooth, FM radio, microSD card slot and multimedia players. See the page for all specs.
ICEMOBILE-Tunder_id6249|The ICEMOBILE Thunder is a dual SIM candybar phone with a 1.8-inch color display, 1.3-megapixel camera, microSD card slot and multimedia players. See the page for all specs.
ICEMOBILE-Storm_id6246|The ICEMOBILE Storm is a triple SIM candybar phone with a full hardware QWERTY keyboard that is available in variety of colors. The device sports a 2-inch color display, microSD card slot, 3.5mm headphones jack, Bluetooth, TV tuner, multimedia players and FM radio. See the page for all specs.
ICEMOBILE-Shine_id6245|The ICEMOBILE Shine is an Android 2.2 smartphone with a 3.2-inch display, Wi-Fi, GPS, accelerometer, Bluetooth, a 2-megapixel main shooter and an additional VGA camera. See the page for all specs.
Samsung-Gravity-TXT_id5934|Samsung Gravity TXT is a messaging oriented cell phone more than adequate for teenagers and the younger crowd with its so-so set of features – such as a 2.4” display, 2-megapixel camera, and slide-out landscape style QWERTY keyboard. See the page for all specs.
Samsung-Convoy-2_id5691|Just like the original Convoy, the Samsung Convoy 2 is a military spec tough push-to-talk phone for Verizon Wireless that is resistant to shock and dust, vibration, salt fog, humidity, solar radiation, altitude and low and high temperature storage. Other that that the device supports 3G, sports a 3.2-megapixel camera, GPS, music controls keys on the front, microSDHC memory card slot and Bluetooth. See the page for all specs.
Verykool-i725_id5911|The Verykool i725 is a side slider with full QWERTY keyboard and a 3-inch color touchscreen display. The phones other features include a 2-megapixel camera, accelerometer, IM, e-mail, MMS, multimedia players, microSD card slot, FM radio and Bluetooth. See the page for all specs.
BlackBerry-Colt_id5901|Dubbed as the BlackBerry Colt for now, there are some noteworthy pieces of information regarding the up and coming device that will run a QNX based operating system and will be powered by a dual-core processor. See the page for all specs.
Zen-Mobile-S20_id6244|The Zen S20 is a stylish candybar phone with two SIM card slots. It offers a 2.8 QVGA display, 1.3 MP camera, Bluetooth and expandable memory upto 8 GB. See the page for all specs.
ICEMOBILE-Rock_id6243|The ICEMOBILE Rock is a dual SIM candybar phone with a 1.77-inch color display, microSD card slot, VGA camera, FM radio and multimedia players. See the page for all specs.
ICEMOBILE-Rainbow-II_id6242|The ICEMOBILE Rainbow II is dual SIM candybar phone with a 1.8-inch color display, microSD card slot, GPRS, VGA camera and FM radio. See the page for all specs.
ICEMOBILE-Rainbow_id6241|The ICEMOBILE Rainbow is a dual SIM candybar phone with a 1.77-inch color display, microSD card slot, VGA camera, FM radio and multimedia players. See the page for all specs.
ICEMOBILE-Hurricane_id6236|The ICEMOBILE Hurricane is a dual SIM phone with a full hardware QWERTY keyboard, two VGA cameras, 2.3-inch color display, GPRS, email, FM radio and multimeda players. See the page for all specs.
ICEMOBILE-Comet-II_id6234|The ICEMOBILE Comet II is a dual SIM messaging phone with a 2.2-inch display, Wi-Fi, GPRS, Bluetooth, microSD card slot and a VGA camera. See the page for all specs.
VIZIO-Tablet_id5952|VIZIO Tablet is a Tablet running Android Gingerbread powered by 1GHz processor working along with 512MB of RAM. The 8-inch capacitive touchscreen screen has a resolution of 1024 x 768 pixels. The VIZIO slate also features a front facing VGA camera, which rounds up the spec sheet. Despite featuring Gingerbread, which is not specifically optimized for tablets, the VIZIO 8 incher has seen some heavy customization with Vizios VIA Plus interface and it does support the Android Market, which turns it into a fully functional tablet. Connectivity is well covered with GPS, Bluetooth, Wi-Fi, microHDMI and microUSB, while the 4GB of internal storage are expandable through a microSD card. See the page for all specs.
